invoice_id,issue_date_id,customer_id,cost_center_id,gross_amount,tax_amount,net_amount,due_date_id,paid_flag
456,20231002,22,1,41766.88,5012.03,36754.85,20231101,1
457,20231003,28,1,28608.74,3433.05,25175.69,20231003,1
458,20231004,24,1,4219.46,506.34,3713.13,20231019,1
459,20231005,2,1,10894.81,1307.38,9587.43,20231104,1
460,20231006,28,1,29412.72,3529.53,25883.2,20231006,1
461,20231009,7,1,1209.31,145.12,1064.19,20231108,1
462,20231010,5,1,8494.52,1019.34,7475.18,20231109,1
463,20231011,1,1,33100.03,3972.0,29128.03,20231011,1
464,20231012,15,1,8967.97,1076.16,7891.81,20231111,1
465,20231013,19,1,1400.51,168.06,1232.44,20231013,1
466,20231016,10,1,13556.63,1626.8,11929.84,20231115,1
467,20231017,18,1,34299.01,4115.88,30183.13,20231116,1
468,20231018,3,1,15467.63,1856.12,13611.51,20231102,1
469,20231019,15,1,4447.11,533.65,3913.45,20231103,1
470,20231020,27,1,8405.53,1008.66,7396.87,20231027,1
471,20231023,11,1,10367.19,1244.06,9123.13,20231023,1
472,20231024,17,1,15007.58,1800.91,13206.67,20231031,1
473,20231025,5,1,24691.77,2963.01,21728.76,20231124,1
474,20231026,2,1,1804.71,216.56,1588.14,20231125,1
475,20231027,20,1,38207.62,4584.91,33622.7,20231126,1
476,20231030,12,1,214.71,25.77,188.94,20231106,1
477,20231031,1,1,8010.67,961.28,7049.39,20231115,1
478,20231101,18,1,11363.38,1363.61,9999.78,20231101,1
479,20231102,19,1,30411.26,3649.35,26761.91,20231102,1
480,20231103,14,1,2087.25,250.47,1836.78,20231118,1
481,20231106,18,1,23301.75,2796.21,20505.54,20231206,1
482,20231107,19,1,1987.58,238.51,1749.07,20231122,1
483,20231108,15,1,23567.46,2828.09,20739.36,20231208,1
484,20231109,7,1,4809.83,577.18,4232.65,20231109,1
485,20231110,3,1,31250.91,3750.11,27500.8,20231210,1
486,20231113,9,1,42980.93,5157.71,37823.22,20231213,1
487,20231114,20,1,2401.67,288.2,2113.47,20231114,1
488,20231115,17,1,9259.9,1111.19,8148.72,20231115,1
489,20231116,17,1,59073.63,7088.84,51984.8,20231116,1
490,20231117,8,1,9846.48,1181.58,8664.9,20231202,1
491,20231120,6,1,29692.64,3563.12,26129.52,20231205,1
492,20231121,27,1,13245.54,1589.46,11656.07,20231121,1
493,20231122,13,1,7014.5,841.74,6172.76,20231207,1
494,20231123,14,1,5017.44,602.09,4415.35,20231123,1
495,20231124,23,1,3386.72,406.41,2980.31,20231224,1
496,20231127,18,1,21386.99,2566.44,18820.55,20231227,1
497,20231128,22,1,7284.46,874.14,6410.33,20231128,1
498,20231129,22,1,10673.19,1280.78,9392.41,20231214,1
499,20231130,3,1,10106.08,1212.73,8893.35,20231207,1
500,20231201,9,1,43932.07,5271.85,38660.22,20231208,1
501,20231204,5,1,41402.54,4968.3,36434.23,20240103,1
502,20231205,25,1,20431.08,2451.73,17979.35,20240104,1
503,20231206,29,1,18658.59,2239.03,16419.56,20240105,1
504,20231207,11,1,3917.41,470.09,3447.32,20231207,1
505,20231208,1,1,37940.92,4552.91,33388.01,20231223,1
506,20231211,19,1,8045.66,965.48,7080.18,20231211,1
507,20231212,27,1,17444.96,2093.39,15351.56,20231219,1
508,20231213,12,1,8498.32,1019.8,7478.52,20240112,1
509,20231214,4,1,3650.6,438.07,3212.53,20231221,1
510,20231215,15,1,25232.83,3027.94,22204.89,20231230,1
511,20231218,13,1,1419.46,170.33,1249.12,20240102,1
512,20231219,17,1,35087.35,4210.48,30876.87,20231226,1
513,20231220,16,1,9709.37,1165.12,8544.25,20240119,1
514,20231221,12,1,3.42,0.41,3.01,20240105,1
515,20231222,5,1,18184.29,2182.12,16002.18,20231222,1
516,20231225,26,1,1219.26,146.31,1072.95,20240109,1
517,20231226,26,1,8212.22,985.47,7226.75,20231226,1
518,20231227,1,1,31189.89,3742.79,27447.11,20240126,1
519,20231228,27,1,1645.01,197.4,1447.61,20231228,1
520,20231229,24,1,46459.65,5575.16,40884.49,20240113,1
521,20240101,7,1,53629.93,6435.59,47194.34,20240131,1
522,20240102,15,1,11857.91,1422.95,10434.96,20240117,1
523,20240103,9,1,18335.26,2200.23,16135.03,20240202,1
524,20240104,11,1,6055.17,726.62,5328.55,20240203,1
525,20240105,1,1,24092.84,2891.14,21201.7,20240120,1
526,20240108,25,1,24016.33,2881.96,21134.37,20240207,1
527,20240109,8,1,11934.34,1432.12,10502.22,20240109,1
528,20240110,22,1,60431.73,7251.81,53179.92,20240125,1
529,20240111,4,1,2173.44,260.81,1912.63,20240210,1
530,20240112,3,1,276.91,33.23,243.68,20240112,1
531,20240115,9,1,23820.38,2858.45,20961.94,20240115,1
532,20240116,2,1,26663.66,3199.64,23464.02,20240123,1
533,20240117,28,1,2074.76,248.97,1825.79,20240117,1
534,20240118,15,1,5000.69,600.08,4400.6,20240217,1
535,20240119,23,1,286.88,34.43,252.45,20240218,1
536,20240122,26,1,5624.13,674.9,4949.23,20240221,1
537,20240123,26,1,24032.06,2883.85,21148.21,20240222,1
538,20240124,9,1,11821.85,1418.62,10403.23,20240208,1
539,20240125,5,1,6931.43,831.77,6099.66,20240224,1
540,20240126,20,1,7529.91,903.59,6626.32,20240202,1
541,20240129,11,1,21.94,2.63,19.31,20240213,1
542,20240130,28,1,5773.64,692.84,5080.8,20240206,1
543,20240131,9,1,16844.38,2021.33,14823.05,20240131,1
544,20240201,9,1,27742.89,3329.15,24413.74,20240208,1
545,20240202,24,1,4484.99,538.2,3946.79,20240217,1
546,20240205,27,1,21029.31,2523.52,18505.79,20240212,1
547,20240206,19,1,37299.24,4475.91,32823.33,20240206,1
548,20240207,25,1,17451.26,2094.15,15357.1,20240207,1
549,20240208,7,1,307.56,36.91,270.65,20240208,1
550,20240209,3,1,229.32,27.52,201.81,20240310,1
551,20240212,20,1,11155.01,1338.6,9816.41,20240212,1
552,20240213,30,1,65828.33,7899.4,57928.93,20240228,1
553,20240214,3,1,6557.98,786.96,5771.03,20240214,1
554,20240215,7,1,25411.71,3049.4,22362.3,20240301,1
555,20240216,26,1,6342.75,761.13,5581.62,20240223,1
556,20240219,17,1,9802.87,1176.34,8626.53,20240226,1
557,20240220,13,1,47588.46,5710.61,41877.84,20240321,1
558,20240221,29,1,32963.85,3955.66,29008.19,20240322,1
559,20240222,21,1,2532.33,303.88,2228.45,20240308,1
560,20240223,18,1,14140.12,1696.81,12443.3,20240324,1
561,20240226,1,1,747.71,89.72,657.98,20240304,1
562,20240227,1,1,16559.65,1987.16,14572.49,20240305,1
563,20240228,26,1,27429.21,3291.51,24137.7,20240228,1
564,20240229,20,1,3185.78,382.29,2803.48,20240330,1
565,20240301,11,1,31992.0,3839.04,28152.96,20240331,1
566,20240304,10,1,9313.87,1117.66,8196.21,20240311,1
567,20240305,25,1,6119.21,734.31,5384.91,20240305,1
568,20240306,4,1,6672.16,800.66,5871.5,20240405,1
569,20240307,20,1,21144.36,2537.32,18607.03,20240322,1
570,20240308,25,1,28776.78,3453.21,25323.57,20240323,1
571,20240311,21,1,3398.5,407.82,2990.68,20240311,1
572,20240312,6,1,7859.99,943.2,6916.79,20240312,1
573,20240313,1,1,39376.7,4725.2,34651.49,20240328,1
574,20240314,25,1,27868.13,3344.18,24523.95,20240329,1
575,20240315,4,1,71054.23,8526.51,62527.72,20240315,1
576,20240318,9,1,23797.74,2855.73,20942.01,20240402,1
577,20240319,24,1,8470.74,1016.49,7454.25,20240326,1
578,20240320,8,1,15145.05,1817.41,13327.64,20240404,1
579,20240321,7,1,18343.82,2201.26,16142.56,20240405,1
580,20240322,6,1,1385.45,166.25,1219.19,20240322,1
581,20240325,15,1,13334.03,1600.08,11733.94,20240409,1
582,20240326,26,1,20950.72,2514.09,18436.63,20240410,1
583,20240327,29,1,3104.92,372.59,2732.33,20240403,1
584,20240328,25,1,25723.52,3086.82,22636.7,20240328,1
585,20240329,2,1,14863.04,1783.56,13079.47,20240413,1
586,20240401,26,1,8181.87,981.82,7200.05,20240501,1
587,20240402,9,1,1179.24,141.51,1037.73,20240402,1
588,20240403,27,1,9480.13,1137.62,8342.52,20240403,1
589,20240404,12,1,58516.04,7021.92,51494.12,20240419,1
590,20240405,27,1,20780.73,2493.69,18287.04,20240420,1
591,20240408,10,1,22535.42,2704.25,19831.17,20240415,1
592,20240409,25,1,20253.53,2430.42,17823.11,20240424,1
593,20240410,16,1,4491.97,539.04,3952.94,20240417,1
594,20240411,28,1,10969.73,1316.37,9653.36,20240511,1
595,20240412,10,1,28141.28,3376.95,24764.32,20240419,1
596,20240415,22,1,2163.89,259.67,1904.22,20240422,1
597,20240416,11,1,6590.16,790.82,5799.34,20240501,1
598,20240417,7,1,6547.21,785.67,5761.55,20240502,1
599,20240418,29,1,11451.73,1374.21,10077.52,20240503,1
600,20240419,6,1,79574.23,9548.91,70025.32,20240519,1
601,20240422,27,1,1414.87,169.78,1245.09,20240422,1
602,20240423,22,1,14804.23,1776.51,13027.72,20240523,1
603,20240424,12,1,4001.89,480.23,3521.66,20240509,1
604,20240425,20,1,71450.77,8574.09,62876.68,20240510,1
605,20240426,15,1,2434.47,292.14,2142.33,20240503,1
606,20240429,30,1,10463.35,1255.6,9207.75,20240429,1
607,20240430,2,1,27107.0,3252.84,23854.16,20240507,1
608,20240501,15,1,15776.86,1893.22,13883.64,20240531,1
609,20240502,18,1,5171.71,620.61,4551.11,20240509,1
610,20240503,22,1,7358.13,882.98,6475.16,20240602,1
611,20240506,11,1,2982.76,357.93,2624.83,20240513,1
612,20240507,25,1,44867.47,5384.1,39483.38,20240507,1
613,20240508,4,1,3518.03,422.16,3095.86,20240515,1
614,20240509,7,1,15037.0,1804.44,13232.56,20240509,1
615,20240510,11,1,5693.94,683.27,5010.67,20240517,1
616,20240513,24,1,2357.73,282.93,2074.81,20240612,1
617,20240514,28,1,16416.47,1969.98,14446.5,20240529,1
618,20240515,1,1,4143.6,497.23,3646.37,20240530,1
619,20240516,3,1,20458.04,2454.96,18003.07,20240523,1
620,20240517,6,1,25197.29,3023.67,22173.61,20240524,1
621,20240520,25,1,20059.29,2407.11,17652.17,20240520,1
622,20240521,6,1,363.8,43.66,320.15,20240528,1
623,20240522,21,1,15805.82,1896.7,13909.12,20240621,1
624,20240523,29,1,5409.83,649.18,4760.65,20240523,1
625,20240524,17,1,21125.33,2535.04,18590.29,20240531,1
626,20240527,28,1,10372.23,1244.67,9127.56,20240527,1
627,20240528,18,1,18311.14,2197.34,16113.8,20240612,1
628,20240529,3,1,7064.77,847.77,6217.0,20240529,1
629,20240530,15,1,7817.81,938.14,6879.67,20240629,1
630,20240531,19,1,1591.98,191.04,1400.94,20240615,1
631,20240603,24,1,31941.54,3832.98,28108.55,20240603,1
632,20240604,29,1,6827.73,819.33,6008.4,20240604,1
633,20240605,22,1,46455.11,5574.61,40880.49,20240705,1
634,20240606,9,1,8478.78,1017.45,7461.32,20240621,1
635,20240607,12,1,1433.09,171.97,1261.12,20240622,1
636,20240610,22,1,17090.7,2050.88,15039.82,20240610,1
637,20240611,7,1,13414.39,1609.73,11804.67,20240618,1
638,20240612,29,1,17509.0,2101.08,15407.92,20240627,1
639,20240613,19,1,35720.65,4286.48,31434.17,20240620,1
640,20240614,9,1,17692.62,2123.11,15569.5,20240614,1
641,20240617,15,1,11159.52,1339.14,9820.37,20240702,1
642,20240618,11,1,22992.0,2759.04,20232.96,20240618,1
643,20240619,14,1,13208.38,1585.01,11623.37,20240626,1
644,20240620,25,1,6192.96,743.16,5449.81,20240720,1
645,20240621,18,1,25603.49,3072.42,22531.07,20240706,1
646,20240624,16,1,2962.76,355.53,2607.23,20240701,1
647,20240625,8,1,14807.95,1776.95,13030.99,20240702,1
648,20240626,6,1,25191.98,3023.04,22168.94,20240726,1
649,20240627,15,1,15518.97,1862.28,13656.69,20240627,1
650,20240628,8,1,14110.34,1693.24,12417.1,20240728,1
651,20240701,1,1,6509.83,781.18,5728.65,20240731,1
652,20240702,8,1,6648.69,797.84,5850.85,20240702,1
653,20240703,5,1,35304.48,4236.54,31067.95,20240718,1
654,20240704,22,1,6257.9,750.95,5506.95,20240711,1
655,20240705,29,1,8843.27,1061.19,7782.08,20240705,1
656,20240708,3,1,8454.02,1014.48,7439.53,20240723,1
657,20240709,5,1,11235.89,1348.31,9887.59,20240808,1
658,20240710,24,1,15302.82,1836.34,13466.48,20240717,1
659,20240711,18,1,2828.64,339.44,2489.2,20240810,1
660,20240712,6,1,8346.92,1001.63,7345.29,20240712,1
661,20240715,24,1,19396.63,2327.6,17069.03,20240722,1
662,20240716,27,1,6900.78,828.09,6072.69,20240815,1
663,20240717,8,1,3621.02,434.52,3186.5,20240801,1
664,20240718,29,1,11798.1,1415.77,10382.32,20240802,1
665,20240719,8,1,19260.42,2311.25,16949.17,20240719,1
666,20240722,6,1,723.64,86.84,636.8,20240729,1
667,20240723,2,1,16638.6,1996.63,14641.96,20240822,1
668,20240724,11,1,19127.78,2295.33,16832.45,20240724,1
669,20240725,22,1,6867.94,824.15,6043.78,20240725,1
670,20240726,6,1,45408.45,5449.01,39959.44,20240825,1
671,20240729,27,1,17142.87,2057.14,15085.72,20240828,1
672,20240730,12,1,16484.2,1978.1,14506.09,20240814,1
673,20240731,29,1,15285.46,1834.26,13451.21,20240815,1
674,20240801,20,1,3736.84,448.42,3288.42,20240831,1
675,20240802,23,1,388.35,46.6,341.75,20240901,1
676,20240805,14,1,30337.44,3640.49,26696.94,20240812,1
677,20240806,11,1,18901.58,2268.19,16633.39,20240821,1
678,20240807,16,1,24164.01,2899.68,21264.32,20240807,1
679,20240808,27,1,36586.7,4390.4,32196.29,20240823,1
680,20240809,24,1,32618.39,3914.21,28704.19,20240908,1
681,20240812,27,1,65135.6,7816.27,57319.33,20240812,1
682,20240813,23,1,15423.91,1850.87,13573.04,20240912,1
683,20240814,9,1,13468.49,1616.22,11852.27,20240829,1
684,20240815,19,1,10325.91,1239.11,9086.8,20240914,1
685,20240816,5,1,3352.48,402.3,2950.18,20240823,1
686,20240819,17,1,17077.76,2049.33,15028.43,20240903,1
687,20240820,23,1,6516.54,781.99,5734.56,20240820,1
688,20240821,8,1,51073.61,6128.83,44944.78,20240905,1
689,20240822,21,1,17581.52,2109.78,15471.74,20240829,1
690,20240823,14,1,18052.09,2166.25,15885.84,20240922,1
691,20240826,28,1,8807.33,1056.88,7750.45,20240910,1
692,20240827,21,1,1072.61,128.71,943.9,20240911,1
693,20240828,12,1,648.08,77.77,570.31,20240828,1
694,20240829,17,1,11059.57,1327.15,9732.42,20240928,1
695,20240830,10,1,1775.1,213.01,1562.09,20240906,1
696,20240902,16,1,14846.87,1781.62,13065.25,20240909,1
697,20240903,29,1,6662.7,799.52,5863.17,20240910,1
698,20240904,8,1,8930.26,1071.63,7858.63,20240919,1
699,20240905,8,1,28925.43,3471.05,25454.38,20240912,1
700,20240906,25,1,27316.99,3278.04,24038.95,20240913,1
701,20240909,14,1,21085.73,2530.29,18555.44,20241009,1
702,20240910,3,1,8836.32,1060.36,7775.96,20240917,1
703,20240911,3,1,16501.43,1980.17,14521.26,20241011,1
704,20240912,27,1,8905.99,1068.72,7837.27,20241012,1
705,20240913,17,1,25224.18,3026.9,22197.28,20240928,1
706,20240916,29,1,6382.37,765.88,5616.48,20241001,1
707,20240917,5,1,43515.07,5221.81,38293.27,20240924,1
708,20240918,20,1,33344.3,4001.32,29342.98,20240918,1
709,20240919,9,1,16755.78,2010.69,14745.08,20241004,1
710,20240920,30,1,4057.44,486.89,3570.54,20240920,1
711,20240923,26,1,1747.87,209.74,1538.13,20241023,1
712,20240924,7,1,23884.26,2866.11,21018.15,20241009,1
713,20240925,22,1,2237.22,268.47,1968.75,20241025,1
714,20240926,13,1,23846.59,2861.59,20985.0,20240926,1
715,20240927,10,1,8355.82,1002.7,7353.12,20241004,1
716,20240930,17,1,6461.0,775.32,5685.68,20241030,1
717,20241001,24,1,6973.48,836.82,6136.66,20241016,1
718,20241002,28,1,8136.95,976.43,7160.51,20241002,1
719,20241003,10,1,7009.39,841.13,6168.26,20241010,1
720,20241004,16,1,854.15,102.5,751.65,20241103,1
721,20241007,1,1,20426.53,2451.18,17975.34,20241022,1
722,20241008,12,1,18329.31,2199.52,16129.8,20241107,1
723,20241009,24,1,21351.97,2562.24,18789.74,20241108,1
724,20241010,18,1,4304.04,516.48,3787.56,20241109,1
725,20241011,6,1,7063.07,847.57,6215.5,20241110,1
726,20241014,27,1,19478.58,2337.43,17141.15,20241014,1
727,20241015,15,1,18446.51,2213.58,16232.93,20241114,1
728,20241016,24,1,14225.2,1707.02,12518.18,20241115,1
729,20241017,24,1,8694.03,1043.28,7650.75,20241101,1
730,20241018,14,1,49192.59,5903.11,43289.48,20241018,1
731,20241021,25,1,8366.53,1003.98,7362.55,20241105,1
732,20241022,2,1,12254.67,1470.56,10784.11,20241106,1
733,20241023,26,1,22843.66,2741.24,20102.42,20241122,1
734,20241024,30,1,15781.56,1893.79,13887.77,20241031,1
735,20241025,10,1,8584.9,1030.19,7554.72,20241025,1
736,20241028,26,1,11528.49,1383.42,10145.07,20241127,1
737,20241029,8,1,31885.11,3826.21,28058.9,20241105,1
738,20241030,19,1,6567.78,788.13,5779.65,20241114,1
739,20241031,24,1,3092.33,371.08,2721.25,20241031,1
740,20241101,29,1,3845.0,461.4,3383.6,20241116,1
741,20241104,13,1,71048.03,8525.76,62522.26,20241104,1
742,20241105,21,1,13340.79,1600.89,11739.9,20241205,1
743,20241106,3,1,2316.79,278.02,2038.78,20241206,1
744,20241107,6,1,18226.15,2187.14,16039.01,20241107,1
745,20241108,22,1,35607.09,4272.85,31334.24,20241115,1
746,20241111,17,1,21349.15,2561.9,18787.26,20241126,1
747,20241112,25,1,1241.72,149.01,1092.71,20241119,1
748,20241113,26,1,35325.7,4239.08,31086.62,20241128,1
749,20241114,5,1,24664.91,2959.79,21705.12,20241121,1
750,20241115,20,1,2691.08,322.93,2368.15,20241122,1
751,20241118,6,1,830.34,99.64,730.7,20241203,1
752,20241119,18,1,12724.69,1526.96,11197.73,20241126,1
753,20241120,4,1,2649.06,317.89,2331.17,20241120,1
754,20241121,25,1,28097.11,3371.65,24725.46,20241128,1
755,20241122,14,1,6928.32,831.4,6096.92,20241122,1
756,20241125,7,1,38110.85,4573.3,33537.55,20241225,1
757,20241126,12,1,13023.03,1562.76,11460.27,20241211,1
758,20241127,15,1,3149.84,377.98,2771.86,20241212,1
759,20241128,11,1,2347.86,281.74,2066.12,20241213,1
760,20241129,12,1,13415.66,1609.88,11805.78,20241214,1
761,20241202,25,1,9819.38,1178.33,8641.06,20241209,1
762,20241203,3,1,24553.33,2946.4,21606.93,20241231,1
763,20241204,16,1,97919.78,11750.37,86169.41,20241211,1
764,20241205,10,1,3437.81,412.54,3025.27,20241220,1
765,20241206,11,1,9976.02,1197.12,8778.9,20241221,1
766,20241209,21,1,9138.23,1096.59,8041.64,20241209,1
767,20241210,22,1,5884.96,706.2,5178.77,20241210,1
768,20241211,7,1,3577.94,429.35,3148.59,20241226,1
769,20241212,17,1,1101.25,132.15,969.1,20241231,1
770,20241213,30,1,35354.21,4242.51,31111.71,20241231,1
771,20241216,2,1,8824.14,1058.9,7765.24,20241231,1
772,20241217,25,1,11133.48,1336.02,9797.46,20241224,1
773,20241218,18,1,40326.39,4839.17,35487.22,20241225,1
774,20241219,27,1,24268.39,2912.21,21356.18,20241231,1
775,20241220,16,1,2266.35,271.96,1994.39,20241220,1
776,20241223,19,1,13506.46,1620.78,11885.69,20241230,1
777,20241224,3,1,9462.4,1135.49,8326.91,20241224,1
778,20241225,27,1,25859.63,3103.16,22756.47,20241231,1
779,20241226,16,1,20877.74,2505.33,18372.41,20241231,1
780,20241227,25,1,19002.52,2280.3,16722.22,20241231,1
781,20241230,11,1,6747.62,809.71,5937.91,20241231,1
782,20241231,15,1,26491.38,3178.97,23312.41,20241231,1
