txn_id,date_id,account_id,txn_direction,source_type,source_id,amount,other_type
499,20221208,1,OUTFLOW,BILL,239,3751.67,
500,20221209,1,OUTFLOW,BILL,240,1835.89,
501,20230104,1,OUTFLOW,BILL,241,14238.85,
502,20221213,1,OUTFLOW,BILL,242,9817.13,
503,20230106,1,OUTFLOW,BILL,243,6296.98,
504,20221223,1,OUTFLOW,BILL,244,7401.53,
505,20221216,1,OUTFLOW,BILL,245,11598.82,
506,20221227,1,OUTFLOW,BILL,246,2368.49,
507,20221213,1,OUTFLOW,BILL,247,51218.42,
508,20221214,1,OUTFLOW,BILL,248,33611.87,
509,20221215,1,OUTFLOW,BILL,249,9595.55,
510,20221223,1,OUTFLOW,BILL,250,2032.54,
511,20221226,1,OUTFLOW,BILL,251,10411.91,
512,20221227,1,OUTFLOW,BILL,252,684.33,
513,20221221,1,OUTFLOW,BILL,253,284.3,
514,20221222,1,OUTFLOW,BILL,254,2721.16,
515,20230122,1,OUTFLOW,BILL,255,5671.52,
516,20230102,1,OUTFLOW,BILL,256,18510.89,
517,20230103,1,OUTFLOW,BILL,257,11861.68,
518,20221228,1,OUTFLOW,BILL,258,12397.13,
519,20230113,1,OUTFLOW,BILL,259,5061.39,
520,20230114,1,OUTFLOW,BILL,260,3877.01,
521,20230117,1,INFLOW,INVOICE,261,49883.95,
522,20230202,1,INFLOW,INVOICE,262,8617.74,
523,20230111,1,INFLOW,INVOICE,263,3836.88,
524,20230105,1,INFLOW,INVOICE,264,1087.82,
525,20230205,1,INFLOW,INVOICE,265,2651.05,
526,20230109,1,INFLOW,INVOICE,266,10452.4,
527,20230125,1,INFLOW,INVOICE,267,5856.57,
528,20230118,1,INFLOW,INVOICE,268,25157.22,
529,20230112,1,INFLOW,INVOICE,269,8032.44,
530,20230113,1,INFLOW,INVOICE,270,4075.08,
531,20230116,1,INFLOW,INVOICE,271,13681.48,
532,20230124,1,INFLOW,INVOICE,272,17482.31,
533,20230125,1,INFLOW,INVOICE,273,2604.51,
534,20230119,1,INFLOW,INVOICE,274,2614.39,
535,20230219,1,INFLOW,INVOICE,275,532.39,
536,20230207,1,INFLOW,INVOICE,276,19000.05,
537,20230131,1,INFLOW,INVOICE,277,15533.47,
538,20230201,1,INFLOW,INVOICE,278,9172.12,
539,20230126,1,INFLOW,INVOICE,279,26490.78,
540,20230211,1,INFLOW,INVOICE,280,23344.44,
541,20230214,1,INFLOW,INVOICE,281,12544.78,
542,20230207,1,INFLOW,INVOICE,282,28885.05,
543,20230102,1,OUTFLOW,BILL,261,5061.26,
544,20230103,1,OUTFLOW,BILL,262,9166.14,
545,20230111,1,OUTFLOW,BILL,263,1621.11,
546,20230105,1,OUTFLOW,BILL,264,1717.72,
547,20230113,1,OUTFLOW,BILL,265,1869.28,
548,20230109,1,OUTFLOW,BILL,266,33903.99,
549,20230110,1,OUTFLOW,BILL,267,15925.64,
550,20230111,1,OUTFLOW,BILL,268,2137.61,
551,20230211,1,OUTFLOW,BILL,269,2517.51,
552,20230120,1,OUTFLOW,BILL,270,15832.54,
553,20230131,1,OUTFLOW,BILL,271,2048.38,
554,20230117,1,OUTFLOW,BILL,272,3224.7,
555,20230202,1,OUTFLOW,BILL,273,39885.71,
556,20230119,1,OUTFLOW,BILL,274,3556.17,
557,20230204,1,OUTFLOW,BILL,275,13072.51,
558,20230130,1,OUTFLOW,BILL,276,46394.95,
559,20230223,1,OUTFLOW,BILL,277,5656.42,
560,20230125,1,OUTFLOW,BILL,278,213.18,
561,20230210,1,OUTFLOW,BILL,279,3376.74,
562,20230203,1,OUTFLOW,BILL,280,21438.78,
563,20230301,1,OUTFLOW,BILL,281,24122.44,
564,20230207,1,OUTFLOW,BILL,282,17652.33,
565,20230303,1,INFLOW,INVOICE,283,12958.74,
566,20230202,1,INFLOW,INVOICE,284,11547.84,
567,20230218,1,INFLOW,INVOICE,285,459.83,
568,20230213,1,INFLOW,INVOICE,286,7388.87,
569,20230309,1,INFLOW,INVOICE,287,8467.68,
570,20230208,1,INFLOW,INVOICE,288,9007.83,
571,20230216,1,INFLOW,INVOICE,289,15363.58,
572,20230210,1,INFLOW,INVOICE,290,13501.46,
573,20230315,1,INFLOW,INVOICE,291,16573.33,
574,20230316,1,INFLOW,INVOICE,292,25626.41,
575,20230222,1,INFLOW,INVOICE,293,29678.3,
576,20230223,1,INFLOW,INVOICE,294,22415.51,
577,20230224,1,INFLOW,INVOICE,295,55102.12,
578,20230220,1,INFLOW,INVOICE,296,325.73,
579,20230228,1,INFLOW,INVOICE,297,3856.87,
580,20230301,1,INFLOW,INVOICE,298,134.39,
581,20230310,1,INFLOW,INVOICE,299,18456.47,
582,20230303,1,INFLOW,INVOICE,300,40414.65,
583,20230227,1,INFLOW,INVOICE,301,4939.32,
584,20230315,1,INFLOW,INVOICE,302,46339.21,
585,20230303,1,OUTFLOW,BILL,283,1227.66,
586,20230217,1,OUTFLOW,BILL,284,9098.93,
587,20230210,1,OUTFLOW,BILL,285,3220.06,
588,20230221,1,OUTFLOW,BILL,286,35786.48,
589,20230207,1,OUTFLOW,BILL,287,7176.8,
590,20230223,1,OUTFLOW,BILL,288,17810.99,
591,20230311,1,OUTFLOW,BILL,289,8678.3,
592,20230225,1,OUTFLOW,BILL,290,482.06,
593,20230220,1,OUTFLOW,BILL,291,10891.77,
594,20230301,1,OUTFLOW,BILL,292,32846.74,
595,20230317,1,OUTFLOW,BILL,293,9995.96,
596,20230216,1,OUTFLOW,BILL,294,18576.1,
597,20230224,1,OUTFLOW,BILL,295,23416.37,
598,20230322,1,OUTFLOW,BILL,296,2811.71,
599,20230221,1,OUTFLOW,BILL,297,2588.4,
600,20230301,1,OUTFLOW,BILL,298,10254.44,
601,20230223,1,OUTFLOW,BILL,299,5749.73,
602,20230311,1,OUTFLOW,BILL,300,19894.8,
603,20230314,1,OUTFLOW,BILL,301,25011.57,
604,20230307,1,OUTFLOW,BILL,302,4736.18,
605,20230316,1,INFLOW,INVOICE,303,4879.64,
606,20230309,1,INFLOW,INVOICE,304,800.68,
607,20230310,1,INFLOW,INVOICE,305,8145.87,
608,20230321,1,INFLOW,INVOICE,306,779.04,
609,20230406,1,INFLOW,INVOICE,307,17929.75,
610,20230407,1,INFLOW,INVOICE,308,2962.26,
611,20230408,1,INFLOW,INVOICE,309,8641.54,
612,20230325,1,INFLOW,INVOICE,310,23601.73,
613,20230320,1,INFLOW,INVOICE,311,11710.4,
614,20230329,1,INFLOW,INVOICE,312,8472.18,
615,20230330,1,INFLOW,INVOICE,313,4362.82,
616,20230323,1,INFLOW,INVOICE,314,4506.5,
617,20230416,1,INFLOW,INVOICE,315,12319.96,
618,20230419,1,INFLOW,INVOICE,316,57192.55,
619,20230321,1,INFLOW,INVOICE,317,12065.4,
620,20230329,1,INFLOW,INVOICE,318,9079.99,
621,20230422,1,INFLOW,INVOICE,319,14597.16,
622,20230331,1,INFLOW,INVOICE,320,6964.74,
623,20230426,1,INFLOW,INVOICE,321,690.24,
624,20230427,1,INFLOW,INVOICE,322,9194.15,
625,20230329,1,INFLOW,INVOICE,323,35178.02,
626,20230429,1,INFLOW,INVOICE,324,2144.81,
627,20230430,1,INFLOW,INVOICE,325,13033.15,
628,20230308,1,OUTFLOW,BILL,303,11142.79,
629,20230317,1,OUTFLOW,BILL,304,332.69,
630,20230303,1,OUTFLOW,BILL,305,3262.33,
631,20230313,1,OUTFLOW,BILL,306,2757.98,
632,20230322,1,OUTFLOW,BILL,307,4033.27,
633,20230407,1,OUTFLOW,BILL,308,828.55,
634,20230309,1,OUTFLOW,BILL,309,24966.97,
635,20230310,1,OUTFLOW,BILL,310,7289.63,
636,20230328,1,OUTFLOW,BILL,311,3293.44,
637,20230413,1,OUTFLOW,BILL,312,4568.99,
638,20230330,1,OUTFLOW,BILL,313,5354.48,
639,20230323,1,OUTFLOW,BILL,314,8290.35,
640,20230317,1,OUTFLOW,BILL,315,6549.05,
641,20230320,1,OUTFLOW,BILL,316,22746.69,
642,20230321,1,OUTFLOW,BILL,317,6206.56,
643,20230421,1,OUTFLOW,BILL,318,43794.71,
644,20230407,1,OUTFLOW,BILL,319,17223.04,
645,20230324,1,OUTFLOW,BILL,320,2112.28,
646,20230426,1,OUTFLOW,BILL,321,24098.42,
647,20230404,1,OUTFLOW,BILL,322,1117.51,
648,20230413,1,OUTFLOW,BILL,323,15362.81,
649,20230414,1,OUTFLOW,BILL,324,4327.22,
650,20230331,1,OUTFLOW,BILL,325,19001.28,
651,20230418,1,INFLOW,INVOICE,326,24183.07,
652,20230419,1,INFLOW,INVOICE,327,8832.27,
653,20230412,1,INFLOW,INVOICE,328,14083.2,
654,20230421,1,INFLOW,INVOICE,329,4683.4,
655,20230407,1,INFLOW,INVOICE,330,1941.16,
656,20230410,1,INFLOW,INVOICE,331,38203.31,
657,20230426,1,INFLOW,INVOICE,332,7718.76,
658,20230419,1,INFLOW,INVOICE,333,4898.63,
659,20230413,1,INFLOW,INVOICE,334,29442.66,
660,20230421,1,INFLOW,INVOICE,335,24088.14,
661,20230417,1,INFLOW,INVOICE,336,25100.26,
662,20230503,1,INFLOW,INVOICE,337,6505.38,
663,20230519,1,INFLOW,INVOICE,338,6627.42,
664,20230420,1,INFLOW,INVOICE,339,6244.11,
665,20230421,1,INFLOW,INVOICE,340,4776.76,
666,20230501,1,INFLOW,INVOICE,341,26687.0,
667,20230425,1,INFLOW,INVOICE,342,47151.14,
668,20230426,1,INFLOW,INVOICE,343,32247.96,
669,20230427,1,INFLOW,INVOICE,344,39309.75,
670,20230528,1,INFLOW,INVOICE,345,12985.61,
671,20230403,1,OUTFLOW,BILL,326,9096.13,
672,20230411,1,OUTFLOW,BILL,327,1580.09,
673,20230405,1,OUTFLOW,BILL,328,10793.13,
674,20230421,1,OUTFLOW,BILL,329,8235.41,
675,20230422,1,OUTFLOW,BILL,330,25286.78,
676,20230410,1,OUTFLOW,BILL,331,1403.3,
677,20230511,1,OUTFLOW,BILL,332,9106.41,
678,20230412,1,OUTFLOW,BILL,333,2210.0,
679,20230428,1,OUTFLOW,BILL,334,5336.36,
680,20230414,1,OUTFLOW,BILL,335,18174.16,
681,20230502,1,OUTFLOW,BILL,336,8785.55,
682,20230503,1,OUTFLOW,BILL,337,6408.4,
683,20230419,1,OUTFLOW,BILL,338,6819.41,
684,20230420,1,OUTFLOW,BILL,339,8362.3,
685,20230521,1,OUTFLOW,BILL,340,20896.08,
686,20230509,1,OUTFLOW,BILL,341,30265.01,
687,20230510,1,OUTFLOW,BILL,342,42256.64,
688,20230511,1,OUTFLOW,BILL,343,21015.91,
689,20230427,1,OUTFLOW,BILL,344,5151.05,
690,20230513,1,OUTFLOW,BILL,345,15839.1,
691,20230516,1,INFLOW,INVOICE,346,4183.42,
692,20230601,1,INFLOW,INVOICE,347,60337.71,
693,20230503,1,INFLOW,INVOICE,348,17807.97,
694,20230511,1,INFLOW,INVOICE,349,169.6,
695,20230512,1,INFLOW,INVOICE,350,4771.69,
696,20230508,1,INFLOW,INVOICE,351,4887.27,
697,20230608,1,INFLOW,INVOICE,352,1161.17,
698,20230517,1,INFLOW,INVOICE,353,52009.07,
699,20230610,1,INFLOW,INVOICE,354,10525.86,
700,20230527,1,INFLOW,INVOICE,355,36590.78,
701,20230614,1,INFLOW,INVOICE,356,6292.54,
702,20230531,1,INFLOW,INVOICE,357,2164.76,
703,20230517,1,INFLOW,INVOICE,358,10404.78,
704,20230518,1,INFLOW,INVOICE,359,1957.52,
705,20230526,1,INFLOW,INVOICE,360,10768.32,
706,20230522,1,INFLOW,INVOICE,361,40924.68,
707,20230523,1,INFLOW,INVOICE,362,11901.0,
708,20230623,1,INFLOW,INVOICE,363,15506.46,
709,20230624,1,INFLOW,INVOICE,364,2756.29,
710,20230610,1,INFLOW,INVOICE,365,723.55,
711,20230628,1,INFLOW,INVOICE,366,1900.13,
712,20230629,1,INFLOW,INVOICE,367,14765.64,
713,20230607,1,INFLOW,INVOICE,368,1615.23,
714,20230531,1,OUTFLOW,BILL,346,45664.24,
715,20230502,1,OUTFLOW,BILL,347,30284.51,
716,20230518,1,OUTFLOW,BILL,348,482.37,
717,20230519,1,OUTFLOW,BILL,349,1968.49,
718,20230505,1,OUTFLOW,BILL,350,1543.86,
719,20230508,1,OUTFLOW,BILL,351,14149.32,
720,20230608,1,OUTFLOW,BILL,352,18608.89,
721,20230517,1,OUTFLOW,BILL,353,2625.11,
722,20230610,1,OUTFLOW,BILL,354,7704.71,
723,20230519,1,OUTFLOW,BILL,355,20078.03,
724,20230515,1,OUTFLOW,BILL,356,14424.86,
725,20230531,1,OUTFLOW,BILL,357,8540.65,
726,20230524,1,OUTFLOW,BILL,358,9754.33,
727,20230525,1,OUTFLOW,BILL,359,7760.32,
728,20230519,1,OUTFLOW,BILL,360,3860.2,
729,20230529,1,OUTFLOW,BILL,361,9098.69,
730,20230530,1,OUTFLOW,BILL,362,12761.66,
731,20230623,1,OUTFLOW,BILL,363,22582.38,
732,20230601,1,OUTFLOW,BILL,364,11054.51,
733,20230526,1,OUTFLOW,BILL,365,15649.41,
734,20230613,1,OUTFLOW,BILL,366,1906.59,
735,20230614,1,OUTFLOW,BILL,367,6766.41,
736,20230607,1,OUTFLOW,BILL,368,102.47,
737,20230601,1,INFLOW,INVOICE,369,17522.81,
738,20230609,1,INFLOW,INVOICE,370,25383.79,
739,20230705,1,INFLOW,INVOICE,371,4883.05,
740,20230621,1,INFLOW,INVOICE,372,27069.41,
741,20230622,1,INFLOW,INVOICE,373,10709.19,
742,20230623,1,INFLOW,INVOICE,374,1245.19,
743,20230709,1,INFLOW,INVOICE,375,936.89,
744,20230627,1,INFLOW,INVOICE,376,6317.2,
745,20230620,1,INFLOW,INVOICE,377,23861.09,
746,20230614,1,INFLOW,INVOICE,378,19098.17,
747,20230715,1,INFLOW,INVOICE,379,24131.84,
748,20230623,1,INFLOW,INVOICE,380,11309.06,
749,20230704,1,INFLOW,INVOICE,381,9009.01,
750,20230705,1,INFLOW,INVOICE,382,2477.14,
751,20230628,1,INFLOW,INVOICE,383,6176.83,
752,20230629,1,INFLOW,INVOICE,384,8838.53,
753,20230630,1,INFLOW,INVOICE,385,1440.6,
754,20230711,1,INFLOW,INVOICE,386,3870.32,
755,20230712,1,INFLOW,INVOICE,387,14159.52,
756,20230713,1,INFLOW,INVOICE,388,20660.63,
757,20230714,1,INFLOW,INVOICE,389,99464.9,
758,20230707,1,INFLOW,INVOICE,390,41999.75,
759,20230616,1,OUTFLOW,BILL,369,30725.31,
760,20230702,1,OUTFLOW,BILL,370,27495.36,
761,20230705,1,OUTFLOW,BILL,371,3069.18,
762,20230606,1,OUTFLOW,BILL,372,24186.55,
763,20230607,1,OUTFLOW,BILL,373,9134.13,
764,20230623,1,OUTFLOW,BILL,374,9831.94,
765,20230616,1,OUTFLOW,BILL,375,2135.4,
766,20230612,1,OUTFLOW,BILL,376,1252.53,
767,20230613,1,OUTFLOW,BILL,377,19401.94,
768,20230621,1,OUTFLOW,BILL,378,10226.06,
769,20230630,1,OUTFLOW,BILL,379,8558.46,
770,20230701,1,OUTFLOW,BILL,380,19488.14,
771,20230626,1,OUTFLOW,BILL,381,21617.15,
772,20230720,1,OUTFLOW,BILL,382,2579.33,
773,20230628,1,OUTFLOW,BILL,383,14043.03,
774,20230622,1,OUTFLOW,BILL,384,2167.67,
775,20230630,1,OUTFLOW,BILL,385,20744.56,
776,20230626,1,OUTFLOW,BILL,386,15946.49,
777,20230627,1,OUTFLOW,BILL,387,46765.58,
778,20230628,1,OUTFLOW,BILL,388,1064.96,
779,20230629,1,OUTFLOW,BILL,389,875.61,
780,20230730,1,OUTFLOW,BILL,390,4941.61,
781,20230710,1,INFLOW,INVOICE,391,12579.26,
782,20230803,1,INFLOW,INVOICE,392,62892.38,
783,20230720,1,INFLOW,INVOICE,393,4120.31,
784,20230805,1,INFLOW,INVOICE,394,8264.02,
785,20230707,1,INFLOW,INVOICE,395,12489.65,
786,20230717,1,INFLOW,INVOICE,396,25053.06,
787,20230718,1,INFLOW,INVOICE,397,12710.86,
788,20230719,1,INFLOW,INVOICE,398,15156.51,
789,20230812,1,INFLOW,INVOICE,399,4094.24,
790,20230714,1,INFLOW,INVOICE,400,29971.93,
791,20230724,1,INFLOW,INVOICE,401,8938.61,
792,20230817,1,INFLOW,INVOICE,402,2426.44,
793,20230803,1,INFLOW,INVOICE,403,17426.32,
794,20230720,1,INFLOW,INVOICE,404,3888.04,
795,20230728,1,INFLOW,INVOICE,405,1639.39,
796,20230731,1,INFLOW,INVOICE,406,31626.72,
797,20230809,1,INFLOW,INVOICE,407,9845.18,
798,20230726,1,INFLOW,INVOICE,408,22093.17,
799,20230803,1,INFLOW,INVOICE,409,5482.73,
800,20230827,1,INFLOW,INVOICE,410,24694.49,
801,20230731,1,INFLOW,INVOICE,411,1895.8,
802,20230718,1,OUTFLOW,BILL,391,9044.66,
803,20230719,1,OUTFLOW,BILL,392,29228.07,
804,20230804,1,OUTFLOW,BILL,393,8490.05,
805,20230721,1,OUTFLOW,BILL,394,10969.28,
806,20230722,1,OUTFLOW,BILL,395,9245.09,
807,20230717,1,OUTFLOW,BILL,396,1790.03,
808,20230810,1,OUTFLOW,BILL,397,10618.95,
809,20230727,1,OUTFLOW,BILL,398,3973.34,
810,20230728,1,OUTFLOW,BILL,399,3772.79,
811,20230721,1,OUTFLOW,BILL,400,1802.68,
812,20230816,1,OUTFLOW,BILL,401,8051.79,
813,20230725,1,OUTFLOW,BILL,402,25859.97,
814,20230818,1,OUTFLOW,BILL,403,5906.5,
815,20230720,1,OUTFLOW,BILL,404,6835.62,
816,20230820,1,OUTFLOW,BILL,405,18785.28,
817,20230731,1,OUTFLOW,BILL,406,3978.59,
818,20230809,1,OUTFLOW,BILL,407,41484.22,
819,20230825,1,OUTFLOW,BILL,408,13405.07,
820,20230811,1,OUTFLOW,BILL,409,10833.5,
821,20230728,1,OUTFLOW,BILL,410,14895.92,
822,20230815,1,OUTFLOW,BILL,411,3314.24,
823,20230816,1,INFLOW,INVOICE,412,7361.8,
824,20230809,1,INFLOW,INVOICE,413,19026.75,
825,20230902,1,INFLOW,INVOICE,414,4409.5,
826,20230804,1,INFLOW,INVOICE,415,2061.45,
827,20230822,1,INFLOW,INVOICE,416,13444.5,
828,20230907,1,INFLOW,INVOICE,417,18884.87,
829,20230908,1,INFLOW,INVOICE,418,1145.56,
830,20230810,1,INFLOW,INVOICE,419,2962.17,
831,20230818,1,INFLOW,INVOICE,420,1653.7,
832,20230829,1,INFLOW,INVOICE,421,4618.37,
833,20230830,1,INFLOW,INVOICE,422,6463.62,
834,20230816,1,INFLOW,INVOICE,423,14921.61,
835,20230824,1,INFLOW,INVOICE,424,11373.71,
836,20230825,1,INFLOW,INVOICE,425,10476.48,
837,20230920,1,INFLOW,INVOICE,426,4692.05,
838,20230906,1,INFLOW,INVOICE,427,19890.31,
839,20230907,1,INFLOW,INVOICE,428,6883.04,
840,20230824,1,INFLOW,INVOICE,429,41777.61,
841,20230901,1,INFLOW,INVOICE,430,10859.67,
842,20230828,1,INFLOW,INVOICE,431,1457.78,
843,20230913,1,INFLOW,INVOICE,432,12177.82,
844,20230914,1,INFLOW,INVOICE,433,4246.58,
845,20230915,1,INFLOW,INVOICE,434,12521.75,
846,20230816,1,OUTFLOW,BILL,412,4604.92,
847,20230901,1,OUTFLOW,BILL,413,4449.51,
848,20230902,1,OUTFLOW,BILL,414,2397.34,
849,20230903,1,OUTFLOW,BILL,415,4481.26,
850,20230906,1,OUTFLOW,BILL,416,1286.09,
851,20230823,1,OUTFLOW,BILL,417,4963.14,
852,20230809,1,OUTFLOW,BILL,418,15116.07,
853,20230817,1,OUTFLOW,BILL,419,6080.25,
854,20230826,1,OUTFLOW,BILL,420,169.35,
855,20230821,1,OUTFLOW,BILL,421,5102.03,
856,20230822,1,OUTFLOW,BILL,422,256.87,
857,20230831,1,OUTFLOW,BILL,423,31593.56,
858,20230916,1,OUTFLOW,BILL,424,1271.17,
859,20230902,1,OUTFLOW,BILL,425,11467.35,
860,20230905,1,OUTFLOW,BILL,426,33598.95,
861,20230921,1,OUTFLOW,BILL,427,16306.17,
862,20230907,1,OUTFLOW,BILL,428,11204.04,
863,20230824,1,OUTFLOW,BILL,429,17054.79,
864,20230825,1,OUTFLOW,BILL,430,37352.55,
865,20230912,1,OUTFLOW,BILL,431,9054.36,
866,20230928,1,OUTFLOW,BILL,432,7637.19,
867,20230830,1,OUTFLOW,BILL,433,9225.66,
868,20230930,1,OUTFLOW,BILL,434,7092.72,
869,20231001,1,INFLOW,INVOICE,435,2067.76,
870,20230904,1,INFLOW,INVOICE,436,32709.44,
871,20230905,1,INFLOW,INVOICE,437,6514.37,
872,20230906,1,INFLOW,INVOICE,438,17191.22,
873,20231007,1,INFLOW,INVOICE,439,11282.99,
874,20230923,1,INFLOW,INVOICE,440,12474.49,
875,20230911,1,INFLOW,INVOICE,441,1561.18,
876,20231012,1,INFLOW,INVOICE,442,2949.82,
877,20230913,1,INFLOW,INVOICE,443,17084.32,
878,20230921,1,INFLOW,INVOICE,444,39053.58,
879,20230922,1,INFLOW,INVOICE,445,3368.98,
880,20230925,1,INFLOW,INVOICE,446,3503.14,
881,20231004,1,INFLOW,INVOICE,447,7079.64,
882,20231020,1,INFLOW,INVOICE,448,45607.48,
883,20230928,1,INFLOW,INVOICE,449,3463.6,
884,20230922,1,INFLOW,INVOICE,450,5776.77,
885,20230925,1,INFLOW,INVOICE,451,24552.79,
886,20231003,1,INFLOW,INVOICE,452,32.34,
887,20231004,1,INFLOW,INVOICE,453,448.62,
888,20230928,1,INFLOW,INVOICE,454,10243.38,
889,20231029,1,INFLOW,INVOICE,455,26304.36,
890,20230901,1,OUTFLOW,BILL,435,905.63,
891,20230919,1,OUTFLOW,BILL,436,9540.15,
892,20230920,1,OUTFLOW,BILL,437,1201.16,
893,20231006,1,OUTFLOW,BILL,438,4208.67,
894,20230914,1,OUTFLOW,BILL,439,7037.45,
895,20230923,1,OUTFLOW,BILL,440,20605.43,
896,20230911,1,OUTFLOW,BILL,441,6761.56,
897,20231012,1,OUTFLOW,BILL,442,12041.1,
898,20230913,1,OUTFLOW,BILL,443,49057.83,
899,20230929,1,OUTFLOW,BILL,444,1401.12,
900,20230922,1,OUTFLOW,BILL,445,3192.46,
901,20230925,1,OUTFLOW,BILL,446,4987.53,
902,20231004,1,OUTFLOW,BILL,447,5445.28,
903,20230927,1,OUTFLOW,BILL,448,5261.23,
904,20230928,1,OUTFLOW,BILL,449,23671.59,
905,20231007,1,OUTFLOW,BILL,450,12442.1,
906,20231025,1,OUTFLOW,BILL,451,9305.17,
907,20231003,1,OUTFLOW,BILL,452,3678.88,
908,20231012,1,OUTFLOW,BILL,453,17254.48,
909,20230928,1,OUTFLOW,BILL,454,30834.36,
910,20231014,1,OUTFLOW,BILL,455,17109.34,
911,20231101,1,INFLOW,INVOICE,456,36754.85,
912,20231003,1,INFLOW,INVOICE,457,25175.69,
913,20231019,1,INFLOW,INVOICE,458,3713.13,
914,20231104,1,INFLOW,INVOICE,459,9587.43,
915,20231006,1,INFLOW,INVOICE,460,25883.2,
916,20231108,1,INFLOW,INVOICE,461,1064.19,
917,20231109,1,INFLOW,INVOICE,462,7475.18,
918,20231011,1,INFLOW,INVOICE,463,29128.03,
919,20231111,1,INFLOW,INVOICE,464,7891.81,
920,20231013,1,INFLOW,INVOICE,465,1232.44,
921,20231115,1,INFLOW,INVOICE,466,11929.84,
922,20231116,1,INFLOW,INVOICE,467,30183.13,
923,20231102,1,INFLOW,INVOICE,468,13611.51,
924,20231103,1,INFLOW,INVOICE,469,3913.45,
925,20231027,1,INFLOW,INVOICE,470,7396.87,
926,20231023,1,INFLOW,INVOICE,471,9123.13,
927,20231031,1,INFLOW,INVOICE,472,13206.67,
928,20231124,1,INFLOW,INVOICE,473,21728.76,
929,20231125,1,INFLOW,INVOICE,474,1588.14,
930,20231126,1,INFLOW,INVOICE,475,33622.7,
931,20231106,1,INFLOW,INVOICE,476,188.94,
932,20231115,1,INFLOW,INVOICE,477,7049.39,
933,20231002,1,OUTFLOW,BILL,456,13508.8,
934,20231010,1,OUTFLOW,BILL,457,1755.38,
935,20231004,1,OUTFLOW,BILL,458,7703.77,
936,20231005,1,OUTFLOW,BILL,459,323.61,
937,20231006,1,OUTFLOW,BILL,460,8160.19,
938,20231016,1,OUTFLOW,BILL,461,38531.01,
939,20231025,1,OUTFLOW,BILL,462,5618.98,
940,20231018,1,OUTFLOW,BILL,463,460.98,
941,20231019,1,OUTFLOW,BILL,464,364.42,
942,20231020,1,OUTFLOW,BILL,465,5690.34,
943,20231115,1,OUTFLOW,BILL,466,2020.97,
944,20231116,1,OUTFLOW,BILL,467,273.84,
945,20231117,1,OUTFLOW,BILL,468,16357.8,
946,20231019,1,OUTFLOW,BILL,469,7109.48,
947,20231119,1,OUTFLOW,BILL,470,3956.89,
948,20231107,1,OUTFLOW,BILL,471,26694.88,
949,20231123,1,OUTFLOW,BILL,472,1430.76,
950,20231101,1,OUTFLOW,BILL,473,36178.43,
951,20231110,1,OUTFLOW,BILL,474,4367.17,
952,20231126,1,OUTFLOW,BILL,475,25413.69,
953,20231030,1,OUTFLOW,BILL,476,10704.7,
954,20231115,1,OUTFLOW,BILL,477,20313.33,
955,20231101,1,INFLOW,INVOICE,478,9999.78,
956,20231102,1,INFLOW,INVOICE,479,26761.91,
957,20231118,1,INFLOW,INVOICE,480,1836.78,
958,20231206,1,INFLOW,INVOICE,481,20505.54,
959,20231122,1,INFLOW,INVOICE,482,1749.07,
960,20231208,1,INFLOW,INVOICE,483,20739.36,
961,20231109,1,INFLOW,INVOICE,484,4232.65,
962,20231210,1,INFLOW,INVOICE,485,27500.8,
963,20231213,1,INFLOW,INVOICE,486,37823.22,
964,20231114,1,INFLOW,INVOICE,487,2113.47,
965,20231115,1,INFLOW,INVOICE,488,8148.72,
966,20231116,1,INFLOW,INVOICE,489,51984.8,
967,20231202,1,INFLOW,INVOICE,490,8664.9,
968,20231205,1,INFLOW,INVOICE,491,26129.52,
969,20231121,1,INFLOW,INVOICE,492,11656.07,
970,20231207,1,INFLOW,INVOICE,493,6172.76,
971,20231123,1,INFLOW,INVOICE,494,4415.35,
972,20231224,1,INFLOW,INVOICE,495,2980.31,
973,20231227,1,INFLOW,INVOICE,496,18820.55,
974,20231128,1,INFLOW,INVOICE,497,6410.33,
975,20231214,1,INFLOW,INVOICE,498,9392.41,
976,20231207,1,INFLOW,INVOICE,499,8893.35,
977,20231108,1,OUTFLOW,BILL,478,7174.34,
978,20231109,1,OUTFLOW,BILL,479,9587.82,
979,20231118,1,OUTFLOW,BILL,480,9903.8,
980,20231121,1,OUTFLOW,BILL,481,16411.5,
981,20231107,1,OUTFLOW,BILL,482,3884.12,
982,20231108,1,OUTFLOW,BILL,483,12648.04,
983,20231209,1,OUTFLOW,BILL,484,7201.76,
984,20231110,1,OUTFLOW,BILL,485,15102.03,
985,20231213,1,OUTFLOW,BILL,486,44640.47,
986,20231121,1,OUTFLOW,BILL,487,2144.79,
987,20231215,1,OUTFLOW,BILL,488,50090.46,
988,20231201,1,OUTFLOW,BILL,489,901.22,
989,20231202,1,OUTFLOW,BILL,490,22.22,
990,20231120,1,OUTFLOW,BILL,491,432.55,
991,20231121,1,OUTFLOW,BILL,492,4005.2,
992,20231129,1,OUTFLOW,BILL,493,9597.26,
993,20231123,1,OUTFLOW,BILL,494,685.01,
994,20231209,1,OUTFLOW,BILL,495,54.41,
995,20231204,1,OUTFLOW,BILL,496,26490.02,
996,20231213,1,OUTFLOW,BILL,497,16525.31,
997,20231229,1,OUTFLOW,BILL,498,15863.38,
998,20231230,1,OUTFLOW,BILL,499,20665.07,
