bill_id,issue_date_id,vendor_id,cost_center_id,amount,due_date_id,paid_flag
666,20240722,24,3,219.26,20240806,1
667,20240723,21,5,31487.34,20240822,1
668,20240724,23,3,15523.65,20240724,1
669,20240725,25,2,4684.19,20240725,1
670,20240726,22,1,1803.78,20240810,1
671,20240729,7,1,9084.32,20240828,1
672,20240730,15,4,67.95,20240829,1
673,20240731,22,2,35330.12,20240807,1
674,20240801,4,5,5956.96,20240801,1
675,20240802,4,2,13087.41,20240802,1
676,20240805,22,2,25399.76,20240904,1
677,20240806,6,2,8775.52,20240821,1
678,20240807,23,4,3001.08,20240822,1
679,20240808,14,5,10504.38,20240907,1
680,20240809,6,3,926.19,20240816,1
681,20240812,12,4,46532.09,20240911,1
682,20240813,23,1,1267.97,20240813,1
683,20240814,23,2,9408.77,20240829,1
684,20240815,25,2,12306.13,20240830,1
685,20240816,21,2,68807.65,20240915,1
686,20240819,9,5,2960.05,20240826,1
687,20240820,25,2,1981.41,20240919,1
688,20240821,19,1,142.57,20240920,1
689,20240822,15,5,2757.01,20240829,1
690,20240823,17,1,3787.14,20240922,1
691,20240826,8,2,16236.38,20240925,1
692,20240827,21,5,4044.91,20240903,1
693,20240828,16,4,338.06,20240828,1
694,20240829,12,3,28569.69,20240905,1
695,20240830,7,3,7419.66,20240830,1
696,20240902,18,2,5202.93,20240902,1
697,20240903,13,5,2907.73,20240918,1
698,20240904,21,1,3396.14,20241004,1
699,20240905,8,4,8900.25,20240920,1
700,20240906,15,4,2450.57,20240906,1
701,20240909,10,5,3833.11,20241009,1
702,20240910,23,4,2980.08,20241010,1
703,20240911,1,4,32665.71,20240911,1
704,20240912,9,1,31874.27,20240919,1
705,20240913,12,3,10367.84,20240928,1
706,20240916,2,1,28455.51,20241016,1
707,20240917,15,1,16969.26,20241017,1
708,20240918,13,1,9817.35,20240925,1
709,20240919,25,3,71.1,20241019,1
710,20240920,12,3,16306.0,20240920,1
711,20240923,8,3,13350.51,20240930,1
712,20240924,11,3,10518.85,20241009,1
713,20240925,17,2,15735.65,20240925,1
714,20240926,21,2,7921.66,20240926,1
715,20240927,6,5,13409.71,20240927,1
716,20240930,19,1,30130.5,20241007,1
717,20241001,14,1,1038.11,20241031,1
718,20241002,21,1,24172.03,20241101,1
719,20241003,5,1,13054.72,20241010,1
720,20241004,11,4,5283.62,20241103,1
721,20241007,15,4,17045.56,20241022,1
722,20241008,18,4,2443.01,20241008,1
723,20241009,3,3,10750.17,20241016,1
724,20241010,8,2,16506.31,20241017,1
725,20241011,25,1,3756.55,20241110,1
726,20241014,8,3,12060.14,20241029,1
727,20241015,5,5,2976.8,20241022,1
728,20241016,21,5,3022.63,20241031,1
729,20241017,24,5,964.0,20241101,1
730,20241018,6,5,4937.11,20241018,1
731,20241021,9,2,11137.8,20241105,1
732,20241022,1,4,23983.08,20241121,1
733,20241023,19,3,7881.95,20241030,1
734,20241024,12,2,16931.15,20241123,1
735,20241025,13,5,14717.58,20241109,1
736,20241028,22,2,1620.66,20241127,1
737,20241029,9,2,5662.92,20241113,1
738,20241030,21,2,1058.59,20241129,1
739,20241031,23,4,9757.94,20241115,1
740,20241101,13,3,1445.92,20241108,1
741,20241104,22,3,7924.82,20241204,1
742,20241105,9,5,14474.67,20241120,1
743,20241106,2,4,9339.73,20241206,1
744,20241107,19,2,32453.35,20241122,1
745,20241108,25,3,30499.18,20241208,1
746,20241111,10,2,17122.35,20241118,1
747,20241112,18,5,8459.53,20241112,1
748,20241113,7,2,5334.44,20241213,1
749,20241114,11,5,2024.85,20241121,1
750,20241115,23,2,7931.32,20241115,1
751,20241118,14,4,9644.39,20241218,1
752,20241119,23,2,20381.95,20241126,1
753,20241120,18,2,19422.01,20241205,1
754,20241121,9,2,1315.18,20241121,1
755,20241122,20,3,9100.34,20241129,1
756,20241125,3,3,3630.01,20241202,1
757,20241126,11,4,3086.18,20241126,1
758,20241127,4,1,31776.4,20241127,1
759,20241128,19,3,774.76,20241128,1
760,20241129,22,4,9830.67,20241129,1
761,20241202,5,2,26361.71,20241209,1
762,20241203,7,4,9975.72,20241203,1
763,20241204,5,3,18403.26,20241204,1
764,20241205,15,4,138.31,20241231,1
765,20241206,19,2,1407.63,20241206,1
766,20241209,21,5,16889.57,20241231,1
767,20241210,23,5,18395.98,20241231,1
768,20241211,20,4,30674.59,20241211,1
769,20241212,2,2,3118.39,20241219,1
770,20241213,5,4,15861.84,20241220,1
771,20241216,13,2,4764.43,20241231,1
772,20241217,13,5,2155.6,20241231,1
773,20241218,4,4,11644.59,20241225,1
774,20241219,20,4,3929.47,20241231,1
775,20241220,9,3,5525.09,20241231,1
776,20241223,19,4,8418.74,20241230,1
777,20241224,15,1,6616.46,20241231,1
778,20241225,20,4,2019.83,20241225,1
779,20241226,18,5,2076.05,20241231,1
780,20241227,20,3,4731.68,20241231,1
781,20241230,5,2,1143.19,20241231,1
782,20241231,4,4,21697.76,20241231,1
